Date,Close,High,Low,Open,Volume,Daily_Return,RSI,MA5,MA20,Previous_Return,Price_MA20_Distance,Price_MA5_Distance,MACD,Signal_Line,MACD_Histogram,Tomorrow_Close,Target
2021-08-30,1028.23681640625,1030.7732288164937,1013.0867479284576,1019.0652631807153,14027062,,,,,,,,0.0,0.0,0.0,1022.7566528320312,0
2021-08-31,1022.7566528320312,1034.351288521445,1015.5552151770501,1031.2488192815088,26485463,-0.00532967064277301,,,,,,,-0.4371640458066395,-0.0874328091613279,-0.3497312366453116,1026.8101806640625,1
2021-09-01,1026.8101806640625,1038.495504793424,1024.9532755584123,1029.482446811587,11145486,0.003963335580176253,,,,-0.00532967064277301,,,-0.45133121707931423,-0.16021249074492516,-0.29111872633438907,1039.1748046875,1
2021-09-02,1039.1748046875,1045.2438888621152,1021.32982832915,1021.32982832915,9956770,0.012041781681051411,,,,0.003963335580176253,,,0.529064296950537,-0.022357133205832727,0.5514214301563698,1081.79443359375,1
2021-09-03,1081.79443359375,1084.7384068201698,1042.8435137983438,1046.2403322593964,30664428,0.04101295442691821,,1039.7545776367188,,0.012041781681051411,,0.0404324797997857,4.691007654630084,0.9203158243613507,3.7706918302687336,1098.5977783203125,1
2021-09-06,1098.5977783203125,1123.2365131929273,1092.4380047519112,1092.8909697996994,33641710,0.015532844507936128,,1053.8267700195313,,0.04101295442691821,,0.04248421996335461,9.238768466844022,2.5840063528578847,6.654762113986137,1105.5274658203125,1
2021-09-07,1105.5274658203125,1113.2723180946527,1092.4380808510261,1100.5906136768078,17349882,0.006307756702908174,,1070.3809326171875,,0.015532844507936128,,0.0328355374541176,13.249339405566161,4.7170729633995405,8.53226644216662,1101.201904296875,0
2021-09-08,1101.201904296875,1111.460525484485,1090.01483063056,1110.5547152662286,14301651,-0.003912667624433763,,1085.25927734375,,0.006307756702908174,,0.014690154957390122,15.895475952204606,6.952753561160554,8.942722391044052,1098.5977783203125,0
2021-09-09,1098.5977783203125,1104.145971203985,1094.2950296674799,1099.6394421897962,8963249,-0.0023648033720258255,,1097.1438720703125,,-0.003912667624433763,,0.001325173741577368,17.57977828603066,9.078158506134574,8.501619779896085,1074.1175537109375,0
2021-09-13,1074.1175537109375,1101.949327153265,1072.5323557228828,1101.949327153265,16311160,-0.02228315502949929,,1095.60849609375,,-0.0023648033720258255,,-0.019615530966979322,16.746210592570833,10.611768923421828,6.134441669149005,1072.713623046875,0
2021-09-14,1072.713623046875,1084.2856176738067,1071.6039124413585,1075.6802390162593,8908356,-0.0013070549486990934,,1090.4316650390624,,-0.02228315502949929,,-0.016248649558019523,15.790296015176182,11.647474341772698,4.142821673403484,1077.1746826171875,1
2021-09-15,1077.1746826171875,1085.0780298856923,1072.7360805602518,1072.7360805602518,9071075,0.004158667769727398,,1084.7611083984375,,-0.0013070549486990934,,-0.006993637329467672,15.217281699291561,12.361435813276472,2.8558458860150893,1099.7752685546875,1
2021-09-16,1099.7752685546875,1103.6476943262978,1072.0567074838173,1078.6466838742622,13448882,0.02098135641527321,,1084.47578125,,0.004158667769727398,,0.014107726119114261,16.397818287851578,13.168712308191495,3.2291059796600834,1082.722900390625,0
2021-09-17,1082.722900390625,1112.2984866148895,1075.9517858407112,1107.837242193017,34882133,-0.015505320633798725,,1081.3008056640624,,0.02098135641527321,,0.0013151703199640874,15.775567518930984,13.690083350339393,2.0854841685915915,1084.4439697265625,1
2021-09-20,1084.4439697265625,1095.3139316833478,1073.415392150155,1074.3664868663025,11779819,0.001589575075318539,66.8385818478633,1083.3660888671875,,-0.015505320633798725,,0.000994936864326279,15.24556384336779,14.001179448945072,1.2443843944227186,1089.1317138671875,1
2021-09-21,1089.1317138671875,1094.521410709491,1079.756260196694,1089.2675674362638,9915736,0.004322716776051561,69.97955175537065,1086.64970703125,,0.001589575075318539,,0.0022840910183634655,15.030531278650415,14.207049814886142,0.8234814637642724,1100.8170166015625,1
2021-09-22,1100.8170166015625,1106.025455452025,1086.210362198153,1090.6263219107966,10995912,0.010729007874432206,71.29824798070923,1091.378173828125,,0.004322716776051561,,0.008648553727558683,15.622931267683498,14.490226105445615,1.1327051622378832,1127.7203369140625,1
2021-09-23,1127.7203369140625,1130.9360171926044,1107.6107744419755,1108.4713001643795,15748397,0.024439411733982563,73.51457786151599,1096.9671875,,0.010729007874432206,,0.02803470310187617,18.055157024559094,15.203212289268311,2.8519447352907825,1124.459228515625,0
2021-09-24,1124.459228515625,1134.7631343059459,1119.613065939266,1133.9026086017536,15192163,-0.002891770496363799,64.32479089272658,1105.314453125,,0.024439411733982563,,0.017320659597364285,19.494844830503098,16.06153879751527,3.4333060329878293,1143.3685302734375,1
2021-09-27,1143.3685302734375,1145.8370159244848,1121.1077134942575,1126.4068411721403,15373834,0.01681635160998618,64.82225994180408,1117.099365234375,1083.9571319580077,-0.002891770496363799,0.05480973053621763,0.02351551335234281,21.90907621663223,17.23104628133866,4.678029935293569,1154.057373046875,1
2021-09-28,1154.057373046875,1161.6890123387186,1138.0919448330371,1147.6938200602945,18035258,0.00934855428536352,65.67659967113434,1130.0844970703124,1090.2481597900392,0.01681635160998618,0.05852723775211355,0.021213348239632612,24.403563179524554,18.665549660975838,5.7380135185487156,1144.9085693359375,0
2021-09-29,1144.9085693359375,1163.9989904714507,1141.3757775989957,1163.9989904714507,9719875,-0.0079275120324247,63.691896104571526,1138.9028076171876,1096.3557556152343,0.00934855428536352,0.044285637642734965,0.005273287306504448,25.35001092360153,20.002441913500977,5.347569010100553,1141.013427734375,0
2021-09-30,1141.013427734375,1147.965800183617,1132.4533348800387,1143.617767070168,13590654,-0.003402142062594371,63.18084672968242,1141.56142578125,1102.06591796875,-0.0079275120324247,0.035340453897177326,-0.0004800425404176689,25.491917251473524,21.100336981095488,4.391580270378036,1143.0289306640625,1
2021-10-01,1143.0289306640625,1150.320936930379,1130.0302358504632,1133.1779894261922,8958928,0.001766414733338939,74.88959941872155,1145.2753662109376,1107.2586242675782,-0.003402142062594371,0.03230528587677095,-0.0019614807173468085,25.47337210386695,21.974944005649782,3.4984280982171683,1157.7261962890625,1
